term	arousal	dominance	valence
neurosurgeon	0.673	0.755	0.59
neurosurgery	0.632	0.73	0.49
neurotic	0.801	0.387	0.198
neuter	0.163	0.302	0.621
neutral	0.184	0.357	0.469
neutrality	0.205	0.434	0.469
neutralize	0.363	0.719	0.519
neutron	0.44	0.679	0.469
new	0.49	0.582	0.917
new age	0.556	0.727	0.694
newbeginnings	0.613	0.524	0.802
newborn	0.58	0.372	0.918
newcomer	0.38	0.396	0.622
newday	0.388	0.618	0.847
newfound	0.741	0.52	0.745
newjob	0.643	0.729	0.755
newlife	0.646	0.701	0.898
newly	0.422	0.552	0.688
newlywed	0.706	0.57	0.847
newme	0.55	0.527	0.643
newness	0.522	0.588	0.74
news	0.58	0.61	0.633
newscast	0.509	0.714	0.531
newscaster	0.51	0.764	0.646
newsflash	0.637	0.518	0.604
newsletter	0.385	0.49	0.622
newsman	0.48	0.696	0.604
newspaper	0.283	0.444	0.602
newspaperman	0.458	0.75	0.561
newsreel	0.571	0.577	0.625
newsroom	0.392	0.658	0.531
newsstand	0.222	0.336	0.615
newstart	0.51	0.667	0.802
newt	0.38	0.541	0.458
newyear	0.784	0.52	0.938
nexus	0.368	0.412	0.496
nib	0.282	0.406	0.51
nibble	0.551	0.411	0.551
nice	0.442	0.65	0.93
niche	0.413	0.318	0.459
nichts	0.293	0.404	0.406
nick	0.388	0.387	0.554
nickel	0.347	0.406	0.51
nickname	0.47	0.263	0.49
nicotine	0.608	0.447	0.235
niece	0.32	0.4	0.771
nifty	0.745	0.815	0.74
nigger	0.347	0.398	0.24
nigh	0.216	0.336	0.653
night	0.396	0.404	0.598
nightcap	0.196	0.268	0.75
nightclub	0.894	0.528	0.802
nightfall	0.436	0.426	0.49
nightgown	0.408	0.25	0.643
nightie	0.388	0.274	0.63
nightingale	0.34	0.496	0.74
nightlife	0.783	0.51	0.542
nightly	0.41	0.474	0.673
nightmare	0.81	0.436	0.005
nightmares	0.942	0.448	0.082
nightstand	0.13	0.327	0.49
nightstick	0.461	0.348	0.5
nighttime	0.385	0.439	0.735
nihilism	0.51	0.364	0.367
nil	0.143	0.157	0.286
nimble	0.729	0.769	0.833
nimrod	0.5	0.539	0.327
nincompoop	0.431	0.368	0.365
nine	0.255	0.327	0.552
nineteen	0.304	0.375	0.673
ninety	0.349	0.436	0.479
ninja	0.844	0.682	0.542
ninny	0.343	0.309	0.344
nintendo	0.571	0.464	0.802
ninth	0.212	0.396	0.49
nip	0.7	0.264	0.281
nipper	0.422	0.317	0.386
nipple	0.786	0.415	0.48
nippy	0.5	0.416	0.54
nitrate	0.406	0.5	0.388
nitro	0.647	0.639	0.5
nitrogen	0.435	0.562	0.427
nitrous	0.561	0.411	0.435
nitwit	0.606	0.139	0.146
nix	0.38	0.404	0.33
no anticipation	0.48	0.341	0.396
no disgust	0.324	0.448	0.51
no emotion	0.109	0.225	0.17
no sentiment	0.382	0.278	0.092
no surprise	0.224	0.412	0.171
no trust	0.445	0.257	0.055
nobility	0.347	0.736	0.844
noble	0.345	0.61	0.906
nobleman	0.286	0.709	0.675
nobodycares	0.41	0.354	0.365
nocomplaints	0.164	0.491	0.677
nocturnal	0.5	0.462	0.54
nod	0.367	0.427	0.59
nodding	0.294	0.426	0.694
node	0.343	0.361	0.396
nodular	0.351	0.411	0.438
nodule	0.426	0.349	0.312
noggin	0.433	0.382	0.51
nohope	0.441	0.385	0.2
noir	0.394	0.365	0.375
noise	0.883	0.388	0.26
noisy	0.812	0.561	0.271
nomad	0.413	0.433	0.375
nomadic	0.519	0.422	0.427
nomenclature	0.222	0.575	0.5
nominal	0.25	0.463	0.594
nominate	0.471	0.669	0.615
nomination	0.637	0.696	0.663
nominee	0.625	0.765	0.662
nonce	0.37	0.377	0.422
nonchalant	0.314	0.366	0.312
noncompliance	0.598	0.259	0.112
nondescript	0.434	0.348	0.49
nonexistent	0.429	0.149	0.208
nonfat	0.26	0.34	0.604
nonfiction	0.315	0.431	0.426
nonpayment	0.51	0.298	0.229
nonresident	0.34	0.302	0.25
nonsense	0.531	0.155	0.214
nonsensical	0.268	0.193	0.173
nonviolent	0.287	0.346	0.64
noob	0.43	0.267	0.417
noodle	0.216	0.225	0.633
nook	0.321	0.296	0.48
noon	0.343	0.518	0.531
noose	0.3	0.33	0.356
nopoint	0.324	0.314	0.276
noregrets	0.476	0.426	0.469
norm	0.245	0.527	0.5
normal	0.127	0.38	0.74
normalcy	0.151	0.62	0.805
normality	0.089	0.444	0.781
north	0.255	0.45	0.531
northbound	0.454	0.491	0.604
northeast	0.26	0.375	0.562
northern	0.34	0.472	0.57
northwest	0.345	0.451	0.604
northwestern	0.306	0.462	0.479
noschool	0.4	0.38	0.49
nose	0.27	0.245	0.582
nosebleed	0.776	0.361	0.153
nosey	0.655	0.223	0.276
nosnow	0.394	0.366	0.392
nostalgia	0.337	0.339	0.417
nostalgic	0.351	0.184	0.458
nostress	0.404	0.415	0.531
nostril	0.404	0.316	0.396
nosun	0.38	0.351	0.388
nosy	0.558	0.433	0.292
not negative	0.27	0.444	0.622
not positive	0.37	0.236	0.051
notable	0.45	0.696	0.76
notables	0.608	0.755	0.594
notably	0.533	0.689	0.792
notamorningperson	0.578	0.44	0.469
notary	0.451	0.676	0.541
notation	0.38	0.558	0.635
notch	0.361	0.358	0.459
notched	0.53	0.356	0.48
note	0.163	0.416	0.594
notebook	0.167	0.442	0.449
noted	0.382	0.464	0.615
noteworthy	0.481	0.759	0.704
nothappy	0.32	0.17	0.112
nothingbetter	0.39	0.543	0.635
nothingness	0.08	0.161	0.204
notice	0.408	0.491	0.646
noticeable	0.562	0.75	0.89
notification	0.461	0.671	0.604
notify	0.471	0.573	0.643
notion	0.284	0.667	0.612
notional	0.288	0.5	0.52
notoriety	0.633	0.769	0.552
notorious	0.582	0.609	0.366
notready	0.4	0.196	0.133
notwithstanding	0.316	0.433	0.367
nought	0.098	0.116	0.312
noun	0.23	0.477	0.531
nourish	0.46	0.639	0.878
nourishment	0.29	0.631	0.786
nouveau	0.438	0.432	0.633
novel	0.352	0.439	0.702
novelist	0.343	0.529	0.34
novelty	0.521	0.74	0.673
novice	0.346	0.18	0.429
nowadays	0.346	0.4	0.68
nowork	0.264	0.309	0.312
noworries	0.402	0.5	0.63
noxious	0.585	0.379	0.177
nozzle	0.33	0.287	0.438
nuance	0.282	0.411	0.408
nuances	0.375	0.527	0.49
nuclear	0.856	0.781	0.219
nucleus	0.296	0.667	0.529
nude	0.915	0.2	0.49
nudge	0.5	0.509	0.448
nudie	0.529	0.373	0.5
nudist	0.796	0.483	0.44
nudity	0.853	0.415	0.438
nugget	0.34	0.348	0.602
nuisance	0.817	0.227	0.198
nuke	0.905	0.873	0.125
nul	0.358	0.264	0.337
nullify	0.373	0.395	0.255
numb	0.42	0.352	0.108
number	0.231	0.471	0.406
numbering	0.363	0.482	0.51
numbers	0.241	0.44	0.406
numbness	0.398	0.265	0.306
numbskull	0.472	0.284	0.3
numeral	0.254	0.382	0.582
numerator	0.317	0.526	0.49
numerical	0.322	0.517	0.479
numerically	0.337	0.5	0.51
numerous	0.462	0.609	0.622
nun	0.15	0.406	0.5
nunchucks	0.58	0.526	0.337
nunnery	0.236	0.473	0.653
nuptials	0.588	0.571	0.771
nurse	0.578	0.521	0.635
nursemaid	0.431	0.436	0.615
nursery	0.406	0.389	0.894
nursing	0.549	0.653	0.552
nurture	0.378	0.657	0.745
nut	0.31	0.25	0.365
nutcase	0.775	0.259	0.286
nutcracker	0.378	0.522	0.635
nuthouse	0.519	0.434	0.347
nutmeg	0.302	0.35	0.635
nutrition	0.42	0.579	0.885
nutritional	0.406	0.676	0.812
nutritious	0.337	0.655	0.833
nutritive	0.422	0.667	0.875
nuts	0.25	0.291	0.594
nutshell	0.407	0.31	0.458
nutty	0.317	0.271	0.444
nylon	0.304	0.295	0.49
nylong	0.248	0.351	0.439
nylons	0.379	0.32	0.556
nymph	0.529	0.472	0.542
nymphomaniac	0.894	0.536	0.398
oaf	0.357	0.33	0.344
oak	0.245	0.536	0.583
oar	0.392	0.316	0.469
oasis	0.283	0.429	0.796
oat	0.17	0.298	0.622
oath	0.615	0.824	0.543
oatmeal	0.192	0.241	0.592
obedience	0.287	0.536	0.765
obedient	0.179	0.518	0.8
obediently	0.304	0.577	0.802
obelisk	0.408	0.596	0.604
obese	0.427	0.25	0.133
obesity	0.37	0.328	0.215
obey	0.433	0.533	0.677
obi	0.442	0.414	0.469
obit	0.464	0.393	0.41
obituary	0.33	0.423	0.188
object	0.356	0.375	0.531
objection	0.592	0.709	0.347
objectionable	0.382	0.558	0.459
objective	0.337	0.736	0.724
objectivity	0.431	0.711	0.765
obligation	0.596	0.718	0.222
obligatory	0.571	0.78	0.337
oblige	0.77	0.614	0.281
obliged	0.68	0.411	0.327
obliging	0.402	0.545	0.74
obligor	0.6	0.36	0.302
oblique	0.347	0.455	0.438
obliterate	0.539	0.569	0.25
obliterated	0.469	0.344	0.24
obliteration	0.622	0.397	0.177
oblivion	0.33	0.282	0.153
oblivious	0.388	0.355	0.229
oblong	0.455	0.37	0.561
obnoxious	0.602	0.256	0.088
oboe	0.34	0.392	0.51
obscene	0.745	0.348	0.05
obscenity	0.843	0.418	0.083
obscure	0.551	0.278	0.37
obscured	0.356	0.298	0.115
obscurity	0.392	0.38	0.208
observance	0.315	0.632	0.531
observant	0.422	0.708	0.74
observation	0.433	0.667	0.633
observatory	0.324	0.731	0.643
observe	0.39	0.36	0.771
observer	0.363	0.603	0.663
observing	0.4	0.685	0.583
obsess	0.846	0.509	0.112
obsessed	0.84	0.439	0.219
obsessing	0.773	0.698	0.173
obsession	0.847	0.571	0.229
obsessive	0.823	0.48	0.219
obsolescence	0.431	0.377	0.25
obsolete	0.321	0.25	0.337
obstacle	0.708	0.336	0.204
obstetrician	0.636	0.604	0.521
obstetrics	0.582	0.564	0.53
obstinate	0.696	0.562	0.146
obstruct	0.66	0.458	0.115
obstruction	0.742	0.491	0.125
obstructive	0.65	0.613	0.204
obtain	0.438	0.731	0.76
obtainable	0.327	0.702	0.677
obtuse	0.46	0.345	0.281
obverse	0.394	0.464	0.47
obvious	0.336	0.585	0.625
ocarina	0.392	0.366	0.541
occasion	0.451	0.398	0.7
occasional	0.298	0.387	0.49
occasionally	0.24	0.264	0.538
occipital	0.408	0.518	0.398
occlusion	0.439	0.442	0.306
occult	0.382	0.406	0.292
occupancy	0.471	0.721	0.625
occupant	0.417	0.483	0.5
occupation	0.47	0.692	0.562
occupational	0.469	0.596	0.583
occupied	0.546	0.441	0.337
occupier	0.438	0.6	0.427
occupy	0.52	0.589	0.396
occupying	0.462	0.519	0.573
occur	0.561	0.51	0.451
occurrence	0.69	0.541	0.573
ocd	0.472	0.37	0.333
ocean	0.308	0.642	0.823
oceanic	0.317	0.632	0.74
octagon	0.349	0.462	0.602
octave	0.38	0.482	0.438
octopus	0.378	0.411	0.713
ocular	0.37	0.4	0.418
odd	0.337	0.302	0.265
oddball	0.36	0.357	0.316
oddity	0.557	0.386	0.312
odds	0.472	0.68	0.5
ode	0.269	0.519	0.604
odious	0.708	0.235	0.235
odometer	0.47	0.388	0.367
odor	0.363	0.404	0.337
odyssey	0.692	0.71	0.622
oedipal	0.575	0.509	0.312
oestrogen	0.608	0.561	0.521
oeuvre	0.484	0.598	0.653
offal	0.47	0.302	0.302
offence	0.798	0.446	0.312
offend	0.804	0.333	0.094
offended	0.69	0.337	0.188
offender	0.851	0.537	0.104
offense	0.765	0.51	0.23
offensive	0.882	0.6	0.135
offer	0.745	0.596	0.75
offered	0.49	0.544	0.582
offering	0.462	0.585	0.688
offhand	0.5	0.368	0.388
office	0.302	0.509	0.427
officer	0.43	0.877	0.542
offices	0.312	0.534	0.469
official	0.565	0.833	0.646
officiate	0.453	0.704	0.688
offing	0.412	0.447	0.49
offload	0.444	0.525	0.479
offset	0.394	0.704	0.719
offshoot	0.33	0.361	0.517
offshore	0.484	0.441	0.417
offside	0.519	0.443	0.323
offspring	0.435	0.6	0.656
oft	0.308	0.474	0.5
oftentimes	0.5	0.482	0.571
ogre	0.698	0.51	0.135
ohdear	0.519	0.442	0.458
ohgod	0.557	0.439	0.5
ohno	0.475	0.38	0.396
ohshit	0.594	0.343	0.23
oil	0.278	0.306	0.521
oils	0.229	0.391	0.459
oily	0.533	0.385	0.276
oink	0.45	0.289	0.5
ointment	0.271	0.398	0.438
okra	0.4	0.362	0.469
old	0.279	0.315	0.41
olden	0.213	0.425	0.284
older	0.255	0.317	0.385
oldie	0.363	0.342	0.363
oldies	0.3	0.412	0.438
olfactory	0.409	0.452	0.602
oligarchy	0.567	0.741	0.327
olive	0.231	0.406	0.571
omega	0.337	0.526	0.529
omelet	0.323	0.315	0.708
omen	0.657	0.583	0.39
omgomgomg	0.551	0.358	0.49
ominous	0.73	0.51	0.255
omission	0.333	0.275	0.367
omit	0.265	0.451	0.33
omitted	0.235	0.211	0.26
omnibus	0.41	0.473	0.49
omnipotence	0.793	0.866	0.667
omnipotent	0.679	0.919	0.719
omnipresent	0.452	0.825	0.688
omniscient	0.334	0.778	0.656
onboard	0.451	0.491	0.612
oncologist	0.654	0.64	0.26
oncology	0.424	0.5	0.204
oncoming	0.625	0.773	0.594
one	0.292	0.37	0.542
oneday	0.245	0.374	0.667
onedge	0.552	0.4	0.479
onelove	0.577	0.541	0.816
oneness	0.272	0.72	0.745
onerous	0.48	0.462	0.5
oneself	0.337	0.483	0.66
ongoing	0.484	0.556	0.674
onion	0.367	0.382	0.378
onset	0.497	0.5	0.673
onslaught	0.939	0.717	0.198
onstage	0.673	0.583	0.719
ontology	0.45	0.518	0.51
onus	0.52	0.769	0.562
onward	0.538	0.741	0.667
onyx	0.461	0.38	0.571
oodles	0.374	0.446	0.49
oomph	0.613	0.315	0.449
ooze	0.577	0.333	0.344
oozing	0.515	0.427	0.238
op	0.402	0.349	0.48
opacity	0.251	0.256	0.471
opal	0.479	0.379	0.623
opaque	0.265	0.342	0.344
ope	0.38	0.395	0.375
open	0.48	0.569	0.62
opener	0.526	0.377	0.584
opening	0.51	0.62	0.667
openly	0.388	0.553	0.603
openness	0.561	0.667	0.837
opera	0.5	0.483	0.714
operate	0.69	0.691	0.582
operatic	0.452	0.627	0.375
operation	0.611	0.755	0.475
operational	0.57	0.679	0.562
operations	0.549	0.798	0.48
operative	0.635	0.718	0.541
operator	0.63	0.726	0.612
ophthalmic	0.385	0.444	0.427
ophthalmologist	0.389	0.491	0.552
opiate	0.594	0.598	0.281
opinion	0.482	0.638	0.594
opinionated	0.8	0.491	0.156
opium	0.49	0.333	0.276
opponent	0.741	0.716	0.08
opportune	0.538	0.767	0.796
opportunism	0.752	0.673	0.571
opportunity	0.745	0.833	0.938
oppose	0.8	0.473	0.431
opposed	0.46	0.606	0.092
opposing	0.66	0.518	0.188
opposite	0.545	0.408	0.235
opposites	0.518	0.462	0.281
opposition	0.729	0.592	0.135
oppress	0.654	0.555	0.186
oppressed	0.64	0.259	0.119
oppression	0.673	0.615	0.08
oppressive	0.59	0.667	0.276
oppressor	0.776	0.629	0.16
ops	0.55	0.528	0.417
opt	0.471	0.345	0.51
optic	0.384	0.594	0.663
optical	0.311	0.542	0.677
optics	0.286	0.58	0.562
optimism	0.565	0.814	0.949
optimist	0.539	0.787	0.875
optimistic	0.58	0.821	0.979
optimum	0.469	0.808	0.892
option	0.427	0.359	0.512
optional	0.35	0.44	0.755
optionally	0.405	0.481	0.365
options	0.327	0.473	0.622
optometrist	0.455	0.668	0.446
opulence	0.615	0.648	0.62
opulent	0.66	0.66	0.562
opus	0.368	0.391	0.458
oracle	0.531	0.67	0.552
oral	0.448	0.375	0.53
orange	0.132	0.296	0.646
orange juice	0.343	0.445	0.719
orangutan	0.56	0.471	0.43
oration	0.315	0.683	0.646
orator	0.375	0.682	0.667
oratory	0.472	0.693	0.602
orb	0.37	0.444	0.463
orbit	0.422	0.575	0.561
orbital	0.451	0.559	0.458
orbiting	0.643	0.554	0.52
orbs	0.355	0.482	0.469
orc	0.51	0.388	0.24
orchard	0.269	0.333	0.76
orchestra	0.5	0.664	0.708
orchid	0.345	0.382	0.84
ordained	0.409	0.731	0.735
ordeal	0.539	0.529	0.344
order	0.295	0.814	0.78
orderly	0.24	0.661	0.844
ordinance	0.452	0.776	0.615
ordinary	0.312	0.286	0.375
ordination	0.49	0.765	0.688
ordnance	0.825	0.679	0.354
ore	0.333	0.356	0.5
oregano	0.327	0.25	0.596
organ	0.469	0.538	0.51
organic	0.343	0.535	0.719
organism	0.559	0.8	0.457
organist	0.469	0.669	0.74
organization	0.535	0.851	0.81
organize	0.655	0.781	0.802
organized	0.337	0.746	0.816
organizer	0.577	0.846	0.604
orgasm	0.863	0.676	0.844
orgies	0.953	0.433	0.388
orgy	0.962	0.536	0.346
orient	0.422	0.667	0.667
oriental	0.409	0.598	0.592
orientation	0.454	0.686	0.667
orifice	0.355	0.443	0.448
origami	0.276	0.294	0.684
origin	0.435	0.591	0.729
original	0.48	0.746	0.765
originality	0.5	0.824	0.898
originate	0.5	0.866	0.702
origination	0.443	0.604	0.76
originator	0.51	0.868	0.592
ornament	0.373	0.441	0.561
ornamental	0.392	0.46	0.663
ornamentation	0.471	0.472	0.663
ornamented	0.35	0.49	0.677
ornate	0.356	0.5	0.812
ornery	0.52	0.509	0.361
orphan	0.388	0.14	0.133
orphanage	0.439	0.425	0.184
orphaned	0.43	0.228	0.062
orthodontist	0.615	0.564	0.469
orthodox	0.471	0.647	0.388
orthodoxy	0.388	0.612	0.271
orthogonal	0.314	0.54	0.5
orthopedic	0.346	0.473	0.406
oscillate	0.58	0.397	0.449
oscillating	0.548	0.402	0.469
oscillation	0.433	0.431	0.562
oscillatory	0.52	0.48	0.375
ostensible	0.549	0.585	0.542
ostensibly	0.529	0.509	0.473
ostentatious	0.794	0.648	0.479
ostracized	0.69	0.377	0.115
ostrich	0.382	0.241	0.592
other	0.23	0.259	0.472
otter	0.216	0.339	0.439
otto	0.425	0.404	0.427
ottoman	0.337	0.444	0.531
ought	0.511	0.434	0.438
ounce	0.255	0.288	0.531
oust	0.716	0.444	0.296
outage	0.684	0.438	0.306
outback	0.324	0.43	0.5
outbid	0.622	0.54	0.594
outboard	0.491	0.456	0.448
outbreak	0.632	0.472	0.26
outburst	0.802	0.528	0.209
outcast	0.449	0.353	0.153
outcome	0.472	0.685	0.615
outcry	0.773	0.718	0.271
outdated	0.236	0.226	0.167
outdo	0.75	0.873	0.771
outdoor	0.256	0.447	0.814
outdoors	0.444	0.453	0.781
outer	0.471	0.456	0.552
outfit	0.49	0.566	0.76
outgoing	0.472	0.538	0.65
outgrow	0.529	0.722	0.51
outgrowth	0.62	0.688	0.771
outhouse	0.519	0.255	0.281
outing	0.672	0.634	0.771
outlandish	0.737	0.657	0.448
outlast	0.786	0.685	0.62
outlaw	0.662	0.482	0.255
outlet	0.396	0.245	0.61
outline	0.365	0.509	0.542
outlines	0.402	0.651	0.656
outlive	0.769	0.724	0.565
outlook	0.525	0.625	0.83
outlying	0.562	0.503	0.46
outnumber	0.615	0.577	0.347
outpatient	0.4	0.395	0.26
outpost	0.571	0.675	0.635
outpouring	0.685	0.552	0.562
output	0.389	0.434	0.604
outrage	0.689	0.542	0.06
outraged	0.696	0.538	0.156
outrageous	0.945	0.713	0.153
outrank	0.643	0.817	0.653
outreach	0.462	0.672	0.54
outright	0.396	0.755	0.767
outrun	0.833	0.573	0.531
outset	0.5	0.582	0.75
outsider	0.549	0.447	0.398
outskirts	0.519	0.312	0.474
outsmart	0.657	0.864	0.673
outspoken	0.413	0.667	0.582
outstanding	0.76	0.896	0.898
outstretched	0.481	0.519	0.448
outward	0.439	0.365	0.449
outwards	0.472	0.4	0.44
outweigh	0.6	0.682	0.486
outwit	0.755	0.356	0.302
oval	0.28	0.33	0.417
ovary	0.399	0.28	0.469
ovate	0.286	0.368	0.385
ovation	0.758	0.75	0.719
oven	0.425	0.606	0.583
overactive	0.885	0.592	0.667
overall	0.37	0.67	0.583
overalls	0.392	0.373	0.5
overbearing	0.833	0.861	0.323
overburden	0.755	0.546	0.115
overcast	0.25	0.475	0.417
overcharged	0.78	0.569	0.276
overcoat	0.265	0.43	0.594
overcome	0.689	0.848	0.719
overcoming	0.765	0.855	0.842
overcrowded	0.52	0.491	0.292
overdo	0.864	0.602	0.156
overdose	0.82	0.468	0.11
overdrive	0.715	0.732	0.303
overdue	0.427	0.259	0.125
overestimate	0.796	0.444	0.367
overestimated	0.646	0.527	0.344
overflow	0.792	0.5	0.398
overflowing	0.796	0.635	0.439
overgrown	0.5	0.369	0.333
overgrowth	0.79	0.673	0.417
overhanging	0.755	0.812	0.698
overhaul	0.651	0.491	0.5
overhead	0.7	0.538	0.344
overhear	0.365	0.58	0.65
overheated	0.598	0.547	0.25
overjoyed	0.708	0.755	0.908
overkill	0.861	0.678	0.379
overlaid	0.61	0.676	0.62
overlap	0.615	0.627	0.594
overlapping	0.578	0.684	0.595
overlay	0.596	0.749	0.564
overload	0.69	0.652	0.381
overlook	0.418	0.415	0.292
overlord	0.755	0.932	0.75
overlying	0.519	0.691	0.5
overpaid	0.67	0.585	0.429
overpass	0.561	0.565	0.562
overplayed	0.798	0.586	0.224
overpower	0.859	0.783	0.448
overpowering	0.779	0.589	0.392
overpriced	0.556	0.472	0.271
overprotective	0.673	0.741	0.448
overrated	0.63	0.482	0.312
overreact	0.912	0.471	0.306
override	0.491	0.529	0.316
overriding	0.49	0.384	0.24
overrule	0.412	0.429	0.224
overrun	0.764	0.598	0.271
oversee	0.649	0.778	0.541
overseer	0.52	0.873	0.552
overshadow	0.549	0.654	0.333
oversight	0.618	0.723	0.385
oversized	0.54	0.679	0.552
overslept	0.315	0.3	0.408
overstate	0.779	0.635	0.281
overstock	0.592	0.589	0.344
overt	0.326	0.607	0.708
overtake	0.62	0.718	0.573
overtaken	0.552	0.702	0.594
overthemoon	0.531	0.481	0.643
overthinker	0.606	0.552	0.43
overthinking	0.761	0.525	0.408
overthrow	0.868	0.62	0.26
overtime	0.504	0.529	0.447
overtired	0.357	0.273	0.21
overture	0.402	0.491	0.49
overturn	0.765	0.396	0.24
overview	0.38	0.539	0.615
overweight	0.5	0.389	0.052
overwhelm	0.823	0.462	0.25
overwhelmed	0.68	0.348	0.341
overwhelming	0.83	0.64	0.327
overworked	0.67	0.387	0.133
overwrought	0.9	0.571	0.156
overzealous	0.804	0.703	0.427
owe	0.429	0.386	0.5
owing	0.307	0.381	0.396
owl	0.27	0.321	0.52
owner	0.449	0.92	0.776
ownership	0.445	0.741	0.628
ox	0.396	0.412	0.417
oxidation	0.415	0.211	0.453
oxide	0.377	0.298	0.354
oxygen	0.31	0.575	0.908
oxymoron	0.481	0.398	0.427
oyster	0.311	0.327	0.5
ozone	0.345	0.518	0.56
pace	0.38	0.39	0.51
pacemaker	0.569	0.582	0.448
pacific	0.118	0.58	0.627
pacified	0.194	0.414	0.802
pacifier	0.342	0.356	0.615
pacifist	0.153	0.557	0.663
pacify	0.283	0.629	0.812
pacing	0.551	0.491	0.583
pack	0.347	0.475	0.51
package	0.433	0.443	0.571
packaging	0.393	0.549	0.604
packer	0.48	0.537	0.52
packet	0.385	0.407	0.582
pact	0.444	0.593	0.442
pad	0.279	0.33	0.684
padded	0.212	0.371	0.606
padding	0.398	0.423	0.561
paddle	0.375	0.393	0.561
paddle boat	0.373	0.415	0.663
paddock	0.429	0.481	0.48
paddy	0.33	0.33	0.653
padlock	0.284	0.457	0.459
padre	0.407	0.647	0.684
paean	0.547	0.471	0.552
pagan	0.578	0.542	0.292
paganism	0.64	0.411	0.24
page	0.224	0.278	0.677
pageant	0.667	0.651	0.719
pager	0.526	0.554	0.51
pagination	0.333	0.4	0.459
paging	0.398	0.423	0.542
pagoda	0.259	0.435	0.571
pail	0.177	0.188	0.448
pain	0.765	0.395	0.012
pained	0.5	0.25	0.112
painful	0.742	0.33	0.05
painfully	0.72	0.407	0.156
painkiller	0.312	0.481	0.487
painless	0.173	0.491	0.785
pains	0.673	0.362	0.106
painstaking	0.335	0.386	0.396
paint	0.343	0.413	0.667
paintball	0.745	0.537	0.615
paintbrush	0.226	0.353	0.714
painted	0.333	0.424	0.667
painter	0.366	0.487	0.677
painting	0.324	0.333	0.792
pair	0.317	0.304	0.552
paisley	0.327	0.347	0.531
pajama	0.157	0.245	0.908
pajamas	0.17	0.264	0.719
pal	0.426	0.596	0.812
palace	0.51	0.804	0.878
palatable	0.5	0.594	0.823
palate	0.35	0.358	0.625
pale	0.259	0.245	0.281
paleontology	0.308	0.617	0.438
palette	0.333	0.205	0.59
pall	0.387	0.394	0.277
palladium	0.38	0.393	0.47
pallet	0.241	0.349	0.604
palliative	0.394	0.518	0.548
palm	0.194	0.34	0.531
palmer	0.269	0.413	0.48
palomino	0.349	0.396	0.616
palpable	0.343	0.611	0.552
palpitations	0.702	0.528	0.417
palsy	0.446	0.221	0.083
paltry	0.491	0.32	0.333
pamper	0.321	0.348	0.792
pamphlet	0.25	0.327	0.53
pan	0.182	0.364	0.734
panacea	0.427	0.613	0.42
panache	0.363	0.306	0.51
pancake	0.274	0.364	0.802
pancakes	0.373	0.402	0.844
pancreas	0.302	0.366	0.469
panda	0.194	0.406	0.646
pandemic	0.79	0.544	0.16
pandemonium	0.885	0.5	0.229
pane	0.25	0.444	0.385
panel	0.321	0.425	0.469
pang	0.595	0.455	0.146
panhandle	0.431	0.414	0.441
panic	0.938	0.4	0.062
panicattack	0.724	0.386	0.255
panicked	0.949	0.26	0.1
panicking	0.882	0.333	0.094
panicky	0.962	0.393	0.284
panier	0.392	0.38	0.5
panorama	0.402	0.625	0.719
panoramic	0.462	0.684	0.542
pansy	0.283	0.589	0.653
pant	0.463	0.409	0.448
pantheon	0.41	0.61	0.144
panther	0.594	0.682	0.303
panties	0.529	0.312	0.594
pantomime	0.481	0.385	0.552
pantry	0.294	0.312	0.622
pants	0.32	0.333	0.673
panty	0.557	0.303	0.451
pantyhose	0.539	0.25	0.57
pap	0.403	0.302	0.438
papa	0.34	0.527	0.656
papacy	0.263	0.553	0.481
papal	0.304	0.559	0.493
papaya	0.306	0.3	0.63
paper	0.123	0.293	0.52
paperback	0.269	0.314	0.633
paperboy	0.49	0.471	0.521
paperweight	0.278	0.433	0.421
paperwork	0.355	0.422	0.448
paprika	0.25	0.264	0.417
papyrus	0.24	0.324	0.459
par	0.372	0.429	0.615
parable	0.357	0.525	0.479
parabola	0.413	0.62	0.542
parabolic	0.509	0.5	0.459
parachute	0.787	0.564	0.562
parade	0.685	0.509	0.792
paradigm	0.429	0.779	0.573
paradise	0.54	0.796	0.875
paradox	0.442	0.482	0.417
paradoxical	0.547	0.433	0.406
paraffin	0.291	0.343	0.426
paragon	0.431	0.473	0.49
paragraph	0.164	0.269	0.51
parakeet	0.387	0.227	0.576
paralegal	0.47	0.519	0.479
parallax	0.394	0.471	0.437
parallel	0.284	0.465	0.568
parallelism	0.363	0.527	0.549
paralysis	0.5	0.305	0.156
paralyze	0.367	0.471	0.188
paralyzed	0.48	0.198	0.194
paramedic	0.464	0.636	0.673
paramedics	0.594	0.712	0.479
paramilitary	0.804	0.727	0.154
paramount	0.615	0.902	0.771
paranoia	0.841	0.407	0.146
paranoid	0.918	0.364	0.122
paranormal	0.814	0.56	0.167
parapet	0.356	0.279	0.45
paraphernalia	0.726	0.509	0.443
paraphrase	0.375	0.444	0.5
paraplegic	0.441	0.321	0.188
parasite	0.442	0.324	0.092
parasitic	0.6	0.364	0.037
parasol	0.255	0.304	0.604
parcel	0.324	0.411	0.66
parcels	0.445	0.418	0.551
parched	0.235	0.255	0.25
parchment	0.228	0.455	0.615
pardon	0.413	0.542	0.552
pare	0.356	0.309	0.5
parenchyma	0.399	0.595	0.5
