****Dialogues from script :10_things_i_hate_about_you.txt****

rider		Hey -- sorry.
larry		Arthur, how could you do that to this family. On Sy's... on Sy's-
arthur		It's a victimless crime.
larry		That doesn't make it right! And you-
danny		He won a lot of money, Dad! The Mentaculus really works! LARRY's gaze swings onto his son.
larry		You knew about it?!
danny		Well, um...
arthur		They must have finked me out. They knew I could just keep on winning, so a couple weeks ago they blackballed me, and now they've-
larry		What did you do with the money you won? Silence. Arthur sneaks a look at DANNY. LARRY looks back and forth between them. . What's going on? Arthur shrugs.
sarah		Unfair!
larry		What have you been-
arthur		What's unfair is these guys saying I can't play in their card game!
sarah		Why give him the money?! You know what he spends it on?
larry		 I know about the records.
sarah		Records?! You think he buys records from Mike Fagle? Movement in DANNY's body; SARAH recoils from a kick. . Ow! Little brat!
larry		Hey! What's going on!
danny		At least I'm not saving up for a nose job!
larry		What?!
sarah		Brat!
larry		Nobody in this house is getting a nose job! You got that?!
danny		Ali! Struck by a thought he leaps up and bolts from the room.
larry		DANNY! You weren't excused! We're still talking!
sarah		What a brat.
larry		What was this card game, Arthur?
arthur		Some goys run a private game. We hear the TV go on down the hall and the theme from F Troop. I think they're Italians.
larry		DANNY, what's going on! He rises.
bedroom		LARRY enters to look down at DANNY's back. Beyond him F Troop flickers on the TV.
larry		DANNY! We're sitting Shiva!
don		She's retained Barney Silver at Tuchman, Marsh. This is a, uh--this is an aggressive firm, LARRY.
don		These are not pleasant people. Judith is free of course to retain whoever she... I take it you don't talk to her? LARRY raises his head, squinting against the light.
larry		It's hard. I think she emptied our bank account. I tried to ask her about it, very civilly.
don		Mm.
larry		She, uh...
don		Yeah, yeah you better open an account in your name only, put your paychecks in there from here on out. Til we know where we stand.
larry		Can I?
don		Oh, absolutely!
larry		That's not, um, dishonest?
don		Oh, absolutely! You, uh-
larry		I hate to say this, but I think she's also been sneaking cash out of my wallet.
don		Ouch. Well, yes, this is definitely, um, adversarial. The
larry		Just a sunburn. I've been spending a lot of time on the roof. For... perspective. He trails off and his head drops back down onto his arms. Don gives him an appraising look.
don		. Have you seen the Rabbi?
larry		 Talked to Nachtner.
don		You should talk to Minda.
larry		They told me Minda doesn't do pastoral work any more. Just.. . ceremonial.
don		Mm. Congratulates the bar mitzvah boy every week, so forth? LARRY nods miserably. . That's too bad. A very wise man, Minda. LARRY raises his head.
larry		Getting old.
don		Very old.
larry		No, me.
don		LARRY, you're fine. It's a bump in the road. Was Nachtner helpful at all? LARRY gives a helpless shrug. Don rolls his eyes. . What-did he tell you about the goy's teeth? A knock on the door. Don projects: Yeah? The door cracks open. A pipe edges in, followed by a peeking face: Solomon Schlutz. . Oh, good! Sol, come on in. Solomon Schlutz is a large man in shirtsleeves and suspenders. He has the smooth impassive face of a sphynx with a pipe clenched in its teeth. He glides into the room, a sheaf of files tucked under one arm. . Sol has been looking into the property-line issues.. . Solomon Schlutz seats himself at the conference table and starts sorting and arranging the files into three piles. . It seems that you do have a real problem with the original survey. But Sol seems to think there's some kind of nifty way for us to-well, I haven't heard it myself, I'll let Sol map it out. Solomon Schlutz continues to arrange the files, his eye occasionally lingering on a specific page. When at length he is finished he carefully justifies the edges of the closest pile, takes the pipe out of his mouth, gives LARRY a smile that seems to take some effort, and then taps the pipe in a large glass ashtray. He looks up again at LARRY, this time shocked. His stunned look on LARRY holds for a long beat. LARRY returns a bewildered look.
don		.Sol? Solomon Schlutz's face now passes from the red end of the spectrum to the purple. Solomon Schlutz Nnnnff! The pipe clatters out of his hand. The hand grabs at his own shirt front. . Glufffl... Now his head pitches back. His backflung weight and twisting body send his chair tipping over, one hand still clutching at his chest while the other frantically waves. He disappears behind the conference table and lands with a floor-shaking thump. His writhing and gurgling remain audible.
don		Sol! Sol! Don Milgram has risen to look down at his fallen colleague; now he flings open the conference room door and bellows into the office: An ambulance! Quick! Somebody call an ambulance! A
secretary		Dick Dutton. Columbia Record Club.
larry		Call back.
his office		LARRY sits in heavily behind his desk. A beat. He opens the top left desk drawer. He withdraws the bulging white envelope and opens its flap. He runs a finger over the wad of bills.
larry		I'm... fine. Arlen Finkle I'm sorry. I know you've hit a rough patch.
larry		Thank you. I'm fine. He puts the envelope in the desk drawer and closes it.
larry		Arlen, I am not an evil man! Arlen looks at him, shocked. Arlen Finkle LARRY! Of course not!
larry		I am not- Arlen Finkle We don't make moral judgments!
larry		I went to the Aster Art once. I saw Swedish Reverie. Arlen Finkle It's okay, LARRY, we don't need to know! The Tenure
larry		It wasn't even erotic! Although it was, in a way. Arlen Finkle It's all right, LARRY. Believe me. LARRY calms somewhat.
larry		. Okay. Arlen Finkle Okay. Okay. We, uh, we decide on Wednesday, so if there's anything you want to submit in support of your tenure application, we should have it by then. That's all.
larry		I haven't done anything. Arlen Finkle Uh-huh.
larry		I haven't published. Arlen Finkle Uh-huh.
larry		Are you still getting those letters? Arlen Finkle Uh-huh.
larry		Those anonymous- Arlen Finkle Yes, I know. Yes. A beat. LARRY nods.
larry		Okay. Okay. Wednesday. Arlen Finkle Okay. Don't worry. Doing nothing is not bad. Ipso facto.
larry		Sure.
classroom		We are close over LARRY's shoulder as he scribbles symbols onto the chalkboard.
larry		. and that means... so that... from which we derive... His glances back toward the class show that he is wearier, baggier-eyed, more haggard than ever. There is also something odd about his posture. He writes smaller and smaller so as to finish before hitting the right edge of the chalkboard. . and also.. which lets us... and... Wider as he finishes and straightens up, revealing that he has been stooping to write across the very bottom of the board. The equation covers every inch of the classroom-wide three-paneled chalkboard. LARRY is an off balance figure at the right edge of frame. Reverse on the class: staring. Okay? LARRY claps chalk dust from his hands. . The Uncertainty Principle. It proves we can't ever really know... what's going on. A bell sounds. The students start to shake off their stupor and rise. LARRY projects over the wallah: . So it shouldn't bother you. Not being able to figure anything out. Although you will be responsible for this on the mid-term. The thinning crowd gradually reveals one person still seated: Sy Ableman. He wears a prayer shawl and yarmulka.
larry		Well, it might be that, in, you know, in L'olam ha-bah- Sy Ableman Excuse me. Not the issue. In this world, LARRY. He nods at the chalkboard. . I'll concede that it's subtle. It's clevva. But at the end of the day, is it convincing?
larry		Well-yes it's convincing. It's a proof. It's mathematics. Sy Ableman Excuse me, LARRY. Mathematics. Is the art of the possible. LARRY's brow furrows.
larry		I don't think so. The art of the possible, that's... I can't remember... something else... Sy Ableman I'm a serious man, LARRY.
larry		I know that. So if I've got it wrong, what do I- Sy Ableman holds up one hand to silence him. Sy Ableman So simple, LARRY. See Minda.
larry		I know, I want to see Minda! I want to see Minda! They told me that oonh! Without our having seen him rise or cross the room Sy Ableman has body-slammed LARRY into the chalkboard. Now he grabs LARRY by the hair and whips his head against the equation. As he slams LARRY's head, again and again, the chalkboard chatters and the fringes on Sy's tallis dance. Sy Ableman See Minda! See Minda! I fucked your wife, LARRY! I seriously fucked her! That's what's going on! See Minda!
larry		Very close on his eyes as they open. His head is on a pillow. Dull early light. A hissing sound. LARRY looks blearily over. On the vanity table just outside the motel bathroom door sits Uncle Arthur's cyst evacuator. Its waggling hose snakes into the cracked bathroom door as the machine hisses.
mezuza		On a doorpost. A hand enters to knock. A long beat. The person knocking gives up and his footsteps start to go away just as the door opens to reveal an attractive woman the sunbathing neighbor, now wearing plaid shorts and a buttoned white blouse. Her point-of-view: LARRY, frozen halfway down the stoop, head turned back up toward the door.
woman		Mr. Gopnik.
larry		Oh. Hello, Mrs. Samsky. I knocked, and then thought you weren't here. I, uh... Mrs. Samsky's voice is soft and breathy: Mrs. Samsky It just took me a second to get to the door. I was out back. LARRY stands nodding. He seems to need prompting. Mrs. Samsky does: . Can I help you? Wanna come in?
