****Dialogues from script :Miami_Vice.txt****

first draft		9/22/04 WGAw
wayne		Let me check on Scott. He's hurt bad.
mickey		Scott's dead. And unless you wanna play follow the leader, shut up and do as you're told.
mickey		How is it?
roger		Not good.
mickey		Do you have a back up.
roger		It's video.
mickey		Even better. Wayne call your station, tell 'em we're going live a little early today. Make it happen!
wurlitzer		I want two men stationed in that tier, and I want men with rifles all along the walkway.
wurlitzer		Where do the air ducts lead?
wurlitzer		We turn it back on. The machines go back on supplying us with the cover noise we need. Smithy, do it.
wurlitzer		Jonesy, are the sharpshooters in place?
wurlitzer		You sure?
wurlitzer		Never say you think when you know, or you know when you think.
wurlitzer		 Bergman, you in place?
wurlitzer		 Pass this to your team...the second they get a lock on a blue, they're to take the shot. Do you understand?
wurlitzer		What do you think, Pitney? How much Explosives do you think that they really have in there?
wurlitzer		Take a wild stab!
wurlitzer		The entire wing?
wurlitzer		Jesus...
chavez		Good afternoon, I'm Tony Chavez and this is a KKTV Special Report. At this moment we are receiving preliminary reports of a hostage--  I...I'm sorry. I'm being told that we're now taking you live to L.A. County Jail where Wayne Gayle is standing by.
wayne		This is Wayne Gayle reporting live from the Los Angeles County Jail, where you can tell from the bloody carnage behind me that the final chapter in the book called Mickey and Mallory has not yet been written.
mickey		Thank you, Wayne, but our little movie just underwent a title change. It's now called 'The Escape of Mickey and Mallory.' Starring me, you, Mallory, and special guest accomplice, Jack- fucked-up-fingers-Scagnetti.  Okay, Donut, move in for a close up. I want this for prosperity.
scagnetti		 She's in the holding cell, on this floor.
chavez		Ladies and gentlemen, in case you have just tuned in, it appears that a hostage situation involving Mickey Knox is developing presently at the Los Angeles County Jail. We have seen that he is armed and apparently there has been some loss of life. We will try to re-establish contact with Wayne Gayle and bring you more on this late breaking story. Please stay tuned.
mickey		Okay, Jack, this is what we're doing. Stand behind me, put your back against mine and extend your arms behind you.
mickey		Now if I feel your back move away from mine, you're gonna be ripped apart. Got it?
scagnetti		Yeah.
mickey		Okay, Wayne, step forward.
mickey		Keep comin'. Put your solar plexus against the barrel.
mickey		Grab his arms.
mickey		Either one of you two move, it's gonna be shotgun city. You understand?
mickey		You ready, Donut?
roger		Ready.
mickey		Wagons, hooaaa!
mallory		 Whataleeatcha, whataleeatcha dodaleedo, dodaleedo. Whataleeatcha, whataleeatcha dodaleedo, dodaleedo. Simplest thing there isn't much to it. All ya gotta do is dodaleedo it. I like the rest, but the best part I like is Whataleeatcha, whataleeatcha dodaleedo, dodaleedo, do quack, quack.
mickey		 Honey, I'm home.
mallory		 It's taken you so long to come to me.
wurlitzer		Wait a minute, Bailey. Where's the list of the hostages?
wurlitzer		Keep on it, son.
wurlitzer		 Alvarado, Issacs, Julian, Martinez, Newendyke, Olvera, Pool, Ramos, Schmidt, Spivey, Walsh, Westerguard...
wurlitzer		What is it Napalatoni?
wurlitzer		What do you mean he's loose?
mickey		Okay, we're going out that door, and we're gonna march down the hall and right out of the building.  Donut said something about a news van.
wayne		Yeah, we have a van.
mickey		Where's it parked?
wayne		Out front.
mickey		Let me have the keys.
wayne		Mickey, can I talk to you alone?
mickey		No.
wayne		This is crazy. You can't escape like this.
mickey		Probably not, but we're gonna give it the old college try.
wayne		We'll all be killed.
mallory		Exciting, isn't it?
mickey		Now, when we get out there, you do what we say or it's curtains. If we say move, you move. If we say left, you move left. If we say right, you move right. If we say mole, you dig a hole. Got it?
mallory		Are we in a big hurry?
mickey		You got something you want to do?
mallory		Yeah.
mickey		By all means, knock yourself out.
mallory		Thanks. Roll 'em, Donut.
mallory		You! Stand up!
mallory		You probably thought it was pretty funny, didn't ya?
mallory		Can you remember the last time you fucked with me? Close your eyes and remember...Are ya thinking about it? Good.
mickey		We're sending out a hostage. Don't touch him!
mallory		Mickey!
mickey		Don't stop!
duncan		Please don't kill me! Don't kill me...
mickey		 This way.
mickey		 Where does this lead?
mickey		Where!?!
duncan		Th-- the ground floor.
mallory		Is that the front door?
mickey		Let's go.
mallory		Back off or I'll blast him! Back off or I'll blast him! Back off or I'll blast him!
wayne		Don't shoot. I beg you, don't shoot! Please, please, please...
wurlitzer		Now Mickey, Mallory, just let me say---
mallory		Shut up! Don't talk, I don't wanna hear it!
wurlitzer		You have to know---
mallory		I said shut up...
mallory		...and I mean shut up!
mickey		Think...think...think...
mallory		Look, lover boy, we're not getting outta here. So I say the hell with going back to our cells. Let's do a Butch Cassidy and the Sundance Kid. Run down these stairs shootin', go out in a hail of bullets, but take as many of those motherfuckers with us as possible.
mickey		We'll do that when all else fails.
mallory		Hasn't it?
mickey		We still got a few tricks up our sleeves.
mickey		You married?
duncan		Oh, I don't wanna die...
mickey		Are you married? Do you have kids?
mickey		Good. People, we're goin' all the way to the front door. Now, the only way we're gonna get there is if they don't want to kill you two more than they want to kill us.
mickey		Now, say I tell those guys down there if they shoot or make a move, I'm killin' Wayne Gayle. And they shoot or make a move anyway. Now say by some freak accident, you didn't die, you live though it. What would you do?
wayne		What would I do? Me and my network would sue the entire Los Angeles County Sheriffs Department for flagrantly disregarding my safety. I'd go straight to my buddy, the mayor, and make sure everyone of those son of a bitches down there ends up on the unemployment line. In fact, I'd sue every man down there personally. I would make it my life's ambition to bring the LA County Jail to its knees. I would do expose after expose on the brutality, and the conditions, and the inhumanity that exists here.
mickey		That's what I thought. You tell them that. When we go down those stairs, I want you to scream what you just told me. 'My name is Wayne Gayle! I am the star of American Maniacs watched every week by'-- how many people?
wayne		On average forty million.
mickey		'Every week by forty million people. I am a respected journalist.' Have you won any awards?
wayne		Are you kidding? The Golden Globe, The Edward R. Murrow award...
mickey		'Respected journalist'-- On your knees...
mickey		 ...'Winner of the Golden Globe and the Edward R. Murrow award among others.' Tell 'em the name of your personal lawyer, his firm, his address, and phone number. Tell 'em about the mayor and the unemployment lines. You getting the idea?
wayne		Yes.
mickey		Say it. Scream it. All the way out the front door and into your van. And if you stop screaming, I swear to God I'll blow your head off.
wayne		Got it.
mickey		You! What's your name?
mallory		Duncan...Homolka?
wayne		 My name is Wayne Gayle! I am the star of 'American Maniacs', watched by forty million people every week! I am a respected journalist, winners of the Golden Globe, the Edward R. Murrows Award among others! If anybody puts me in danger, my network will sue The Los Angeles County Sheriffs Department. My estate will sue every officer personally who fires. The network's law firm is Rowlands, Davis and Sinclair...
