****Dialogues from script :10_Things_I_Hate_About_You.txt****

rider		Hey -- sorry.
woodward		You asking would I have been one of the President's men?  I would have been.
deep throat		My turn to keep you waiting.  What's the topic for tonight?
woodward		Ratfucking.
deep throat		In my day, it was simply called the double cross. I believe the CIA refers to it as Mindfuck. In our context, it simply means infiltration of the Democrats.
woodward		I know what it means--Segretti wouldn't go on the record, but if he would, we know he'd implicate Chapin. And that would put us inside the White House.
deep throat		 Yes, the little ratfuckers are now running our government.
woodward		Who?--be specific. How high up?
deep throat		You'll have to find that out, won't you.
woodward		The slush fund at CREEP financed the ratfucking, we've almost got that nailed down, so--
woodward		What?
deep throat		Did you change cabs?  It didn't work, something moved there--
woodward		Who are you?
woodward		Here.  Forget your troubles and just be happy.
deep throat		 I hope you noticed how coolly I behaved under the threat of discovery.
woodward		 Do Justice and the FBI know what we know, and why the hell haven't they done anything about it?
deep throat		They know, but they focused on the burglary--if it didn't deal with the break-in, they didn't pursue it.
woodward		Why didn't they?--who told them not to?
deep throat		Someone with authority I'd imagine, wouldn't you?  Don't you know what you're onto? Come on.
woodward		Mitchell knew then.
deep throat		Of course--my God, you think something this big just happens? The break-in and the cover up, of course Mitchell knew, but no more than Ehrlichman.
woodward		Haldeman too?
deep throat		You get nothing from me about Haldeman?
woodward		Why did they do all this for Chrissakes?--what were they after?
deep throat		Total manipulation. I suppose you could say they wanted to subvert the Constitution, but they don't think along philosophical lines.
woodward		Talk about Segretti--
deep throat		--don't concentrate on Segretti or you'll miss the overall scheme too.
woodward		There were more then.
deep throat		Follow every lead--every lead goes somewhere--
woodward		--the Canuck letter--was that a White House operation--
deep throat		 --don't you miss the grand scheme too.
woodward		How grand?
deep throat		Nationwide--my God, they were frightened of Muskie and look who got destroyed--they wanted to run against McGovern, and look who they're running against. They bugged, they followed people, false press leaks, fake letters, they canceled Democratic campaign rallies, they investigated Democratic private lives, they planted spies, stole documents, on and on-- don't tell me you think this was all the work of little Don Segretti.
woodward		And Justice and FBI know all this?
deep throat		Yes, yes, everything. There were over fifty people employed by the White House and CREEP to ratfuck-- some of what they did is beyond belief.
woodward		 Fifty ratfuckers directed by the White House to destroy the Democrats?
deep throat		I was being cautious.  You can safely say more then fifty...
berger		Do you guys know about the Canuck letter?
bernstein		 Why?
berger		I just wanted to be sure you knew who wrote it.
bernstein		 Tell him what you just told me.
berger		Just than Ken Clawsen--he used to be a reporter here before he went to work for Nixon--I had him over for a drink a few weeks ago and he told me he wrote the Canuck letter.  You did want to know, didn't you?
bernstein		You think we're being set up?--Christ, Deep Throat tells you last night that the letter came from inside the White House and up traipses Marilyn naming names.
woodward		It makes a crazy kind of sense-- remember that initiation rite they have at the White House? Each new member of the President's staff has to prove his guts by getting an enemy of Nixon.
bernstein		You think this was Clawsen's initiation?
woodward		Could have won him a fraternity paddle with a White House seal.  God knows it worked.
woodward		She's an awfully good reporter--I can't remember her getting too much wrong before, can you?
woodward		Sorry, Ken; listen, one last thing: where did your talk with Berger happen?
woodward		Well, was it in a bar, her apartment, some restaurant--
woodward		Non denial-denial, Marilyn--
berger		I already told them.
berger		I have a clear conscience.
bradlee		I got Clawsen on hold--
woodward		--his dialing finger must be falling off--
bradlee		--what do you think?--
woodward		--he went to her apartment and he told her--
bernstein		--if he did it or just said he did it, God knows.
bradlee		I could care less about where it happened; what happened is what counts.  Ken, I would never print that you were in Marilyn's apartment at night-- unless, of course, you force me to.
bradlee		It's like they taught us at Harvard: few things are as gratifying to the soul as having another man's nuts in a vise...
western senator		--although I am a Republican, I would like to state in a pure bipartisan spirit that I am happy that this latest onslaught against the intelligence of the American people will be wrapping fish tomorrow. I offer my condolences to the fish...
rosenfeld		Speak.
bernstein		We've just been talking to Young--
simons		--which Young?
woodward		Larry Young, a California lawyer--
bernstein		--he was going to go into law practice with Segretti.
rosenfeld		And?--
woodward		--and he says Chapin hired Segretti--
simons		--well and good, but when will he say it on the record.
woodward		He just did.
bernstein		He'll give us a sworn statement.
woodward		We're inside the White House now.
bradlee		Look, I wanted to talk because things are getting really hairy and there's a couple of things we've got to be careful of because--
bradlee		--either of you want a drink or should I order?--  --because--
bradlee		--because our cocks are on the chopping block and you've got to be sure that you're not just dealing with people who hate Richard Nixon and want to get him through us. You see, I don't give a shit who's President--I really don't, it's an adversary situation between them and us and it's always gonna be. I never had a closer friend than Jack Kennedy and once I printed something that pissed him off and for seven months I didn't exist.
man		You none of you know who I am, do you?  You screw me up good, you don't even know what I look like.
bradlee		OK, you've had your preamble; who the hell are you?
man		Glenn Sedam--you wrote about me last week, you said I was one of the guys at the Committee who was sent reports. You were wrong.
bernstein		Baldwin told the FBI it was you.
sedam		Baldwin told the FBI it was someone whose first name sounded like a last name. They showed him a list and he picked me but it wasn't me, it was Gordon Liddy.  My phone hasn't stopped ringing, my wife's hysterical, my kids think I'm mixed up with the burglary, my friends don't like me around all of a sudden.
sedam		You fucked around my life, you two.  I just wanted to say thanks.
bradlee		That didn't sound to me like a non- denial denial; could you have been wrong? 
bradlee		All right, you made a mistake maybe, we all have, just don't make another. And watch your personal lives, who you hang around with. Someone once said the price of democracy is a bloodletting every ten years.  Make sure it isn't our blood...
